>GEOMETRY   sphere; AX,AY,AZ= 0.2608 0.2608 0.2608
     8144 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.00000 -0.00000 -0.00000 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     98  2  8  17 1 1 1
     99  2  9  7 1 1 1
     100  2  9  8 1 1 1
     101  2  9  9 1 1 1
     102  2  9  10 1 1 1
     103  2  9  11 1 1 1
     104  2  9  12 1 1 1
     105  2  9  13 1 1 1
     106  2  9  14 1 1 1
     107  2  9  15 1 1 1
     108  2  9  16 1 1 1
     109  2  9  17 1 1 1
     110  2  9  18 1 1 1
     111  2  10  7 1 1 1
     112  2  10  8 1 1 1
     113  2  10  9 1 1 1
     114  2  10  10 1 1 1
     115  2  10  11 1 1 1
     116  2  10  12 1 1 1
     117  2  10  13 1 1 1
     118  2  10  14 1 1 1
     119  2  10  15 1 1 1
     120  2  10  16 1 1 1
     121  2  10  17 1 1 1
     122  2  10  18 1 1 1
     123  2  11  6 1 1 1
     124  2  11  7 1 1 1
     125  2  11  8 1 1 1
     126  2  11  9 1 1 1
     127  2  11  10 1 1 1
     128  2  11  11 1 1 1
     129  2  11  12 1 1 1
     130  2  11  13 1 1 1
     131  2  11  14 1 1 1
     132  2  11  15 1 1 1
     133  2  11  16 1 1 1
     134  2  11  17 1 1 1
     135  2  11  18 1 1 1
     136  2  11  19 1 1 1
     137  2  12  6 1 1 1
     138  2  12  7 1 1 1
     139  2  12  8 1 1 1
     140  2  12  9 1 1 1
     141  2  12  10 1 1 1
     142  2  12  11 1 1 1
     143  2  12  12 1 1 1
     144  2  12  13 1 1 1
     145  2  12  14 1 1 1
     146  2  12  15 1 1 1
     147  2  12  16 1 1 1
     148  2  12  17 1 1 1
     149  2  12  18 1 1 1
     150  2  12  19 1 1 1
     151  2  13  6 1 1 1
     152  2  13  7 1 1 1
     153  2  13  8 1 1 1
     154  2  13  9 1 1 1
     155  2  13  10 1 1 1
     156  2  13  11 1 1 1
     157  2  13  12 1 1 1
     158  2  13  13 1 1 1
     159  2  13  14 1 1 1
     160  2  13  15 1 1 1
     161  2  13  16 1 1 1
     162  2  13  17 1 1 1
     163  2  13  18 1 1 1
     164  2  13  19 1 1 1
     165  2  14  6 1 1 1
     166  2  14  7 1 1 1
     167  2  14  8 1 1 1
     168  2  14  9 1 1 1
     169  2  14  10 1 1 1
     170  2  14  11 1 1 1
     171  2  14  12 1 1 1
     172  2  14  13 1 1 1
     173  2  14  14 1 1 1
     174  2  14  15 1 1 1
     175  2  14  16 1 1 1
     176  2  14  17 1 1 1
     177  2  14  18 1 1 1
     178  2  14  19 1 1 1
     179  2  15  7 1 1 1
     180  2  15  8 1 1 1
     181  2  15  9 1 1 1
     182  2  15  10 1 1 1
     183  2  15  11 1 1 1
     184  2  15  12 1 1 1
     185  2  15  13 1 1 1
     186  2  15  14 1 1 1
     187  2  15  15 1 1 1
     188  2  15  16 1 1 1
     189  2  15  17 1 1 1
     190  2  15  18 1 1 1
     191  2  16  7 1 1 1
     192  2  16  8 1 1 1
     193  2  16  9 1 1 1
     194  2  16  10 1 1 1
     195  2  16  11 1 1 1
     196  2  16  12 1 1 1
     197  2  16  13 1 1 1
     198  2  16  14 1 1 1
     199  2  16  15 1 1 1
     200  2  16  16 1 1 1
     201  2  16  17 1 1 1
     202  2  16  18 1 1 1
     203  2  17  8 1 1 1
     204  2  17  9 1 1 1
     205  2  17  10 1 1 1
     206  2  17  11 1 1 1
     207  2  17  12 1 1 1
     208  2  17  13 1 1 1
     209  2  17  14 1 1 1
     210  2  17  15 1 1 1
     211  2  17  16 1 1 1
     212  2  17  17 1 1 1
     213  2  18  9 1 1 1
     214  2  18  10 1 1 1
     215  2  18  11 1 1 1
     216  2  18  12 1 1 1
     217  2  18  13 1 1 1
     218  2  18  14 1 1 1
     219  2  18  15 1 1 1
     220  2  18  16 1 1 1
     221  2  19  11 1 1 1
     222  2  19  12 1 1 1
     223  2  19  13 1 1 1
     224  2  19  14 1 1 1
     225  3  5  10 1 1 1
     226  3  5  11 1 1 1
     227  3  5  12 1 1 1
     228  3  5  13 1 1 1
     229  3  5  14 1 1 1
     230  3  5  15 1 1 1
     231  3  6  8 1 1 1
     232  3  6  9 1 1 1
     233  3  6  10 1 1 1
     234  3  6  11 1 1 1
     235  3  6  12 1 1 1
     236  3  6  13 1 1 1
     237  3  6  14 1 1 1
     238  3  6  15 1 1 1
     239  3  6  16 1 1 1
     240  3  6  17 1 1 1
     241  3  7  7 1 1 1
     242  3  7  8 1 1 1
     243  3  7  9 1 1 1
     244  3  7  10 1 1 1
     245  3  7  11 1 1 1
     246  3  7  12 1 1 1
     247  3  7  13 1 1 1
     248  3  7  14 1 1 1
     249  3  7  15 1 1 1
     250  3  7  16 1 1 1
     251  3  7  17 1 1 1
     252  3  7  18 1 1 1
     253  3  8  6 1 1 1
     254  3  8  7 1 1 1
     255  3  8  8 1 1 1
     256  3  8  9 1 1 1
     257  3  8  10 1 1 1
     258  3  8  11 1 1 1
     259  3  8  12 1 1 1
     260  3  8  13 1 1 1
     261  3  8  14 1 1 1
     262  3  8  15 1 1 1
     263  3  8  16 1 1 1
     264  3  8  17 1 1 1
     265  3  8  18 1 1 1
     266  3  8  19 1 1 1
     267  3  9  6 1 1 1
     268  3  9  7 1 1 1
     269  3  9  8 1 1 1
     270  3  9  9 1 1 1
     271  3  9  10 1 1 1
     272  3  9  11 1 1 1
     273  3  9  12 1 1 1
     274  3  9  13 1 1 1
     275  3  9  14 1 1 1
     276  3  9  15 1 1 1
     277  3  9  16 1 1 1
     278  3  9  17 1 1 1
     279  3  9  18 1 1 1
     280  3  9  19 1 1 1
     281  3  10  5 1 1 1
     282  3  10  6 1 1 1
     283  3  10  7 1 1 1
     284  3  10  8 1 1 1
     285  3  10  9 1 1 1
     286  3  10  10 1 1 1
     287  3  10  11 1 1 1
     288  3  10  12 1 1 1
     289  3  10  13 1 1 1
     290  3  10  14 1 1 1
     291  3  10  15 1 1 1
     292  3  10  16 1 1 1
     293  3  10  17 1 1 1
     294  3  10  18 1 1 1
     295  3  10  19 1 1 1
     296  3  10  20 1 1 1
     297  3  11  5 1 1 1
     298  3  11  6 1 1 1
     299  3  11  7 1 1 1
     300  3  11  8 1 1 1
     301  3  11  9 1 1 1
     302  3  11  10 1 1 1
     303  3  11  11 1 1 1
     304  3  11  12 1 1 1
     305  3  11  13 1 1 1
     306  3  11  14 1 1 1
     307  3  11  15 1 1 1
     308  3  11  16 1 1 1
     309  3  11  17 1 1 1
     310  3  11  18 1 1 1
     311  3  11  19 1 1 1
     312  3  11  20 1 1 1
     313  3  12  5 1 1 1
     314  3  12  6 1 1 1
     315  3  12  7 1 1 1
     316  3  12  8 1 1 1
     317  3  12  9 1 1 1
     318  3  12  10 1 1 1
     319  3  12  11 1 1 1
     320  3  12  12 1 1 1
     321  3  12  13 1 1 1
     322  3  12  14 1 1 1
     323  3  12  15 1 1 1
     324  3  12  16 1 1 1
     325  3  12  17 1 1 1
     326  3  12  18 1 1 1
     327  3  12  19 1 1 1
     328  3  12  20 1 1 1
     329  3  13  5 1 1 1
     330  3  13  6 1 1 1
     331  3  13  7 1 1 1
     332  3  13  8 1 1 1
     333  3  13  9 1 1 1
     334  3  13  10 1 1 1
     335  3  13  11 1 1 1
     336  3  13  12 1 1 1
     337  3  13  13 1 1 1
     338  3  13  14 1 1 1
     339  3  13  15 1 1 1
     340  3  13  16 1 1 1
     341  3  13  17 1 1 1
     342  3  13  18 1 1 1
     343  3  13  19 1 1 1
     344  3  13  20 1 1 1
     345  3  14  5 1 1 1
     346  3  14  6 1 1 1
     347  3  14  7 1 1 1
     348  3  14  8 1 1 1
     349  3  14  9 1 1 1
     350  3  14  10 1 1 1
     351  3  14  11 1 1 1
     352  3  14  12 1 1 1
     353  3  14  13 1 1 1
     354  3  14  14 1 1 1
     355  3  14  15 1 1 1
     356  3  14  16 1 1 1
     357  3  14  17 1 1 1
     358  3  14  18 1 1 1
     359  3  14  19 1 1 1
     360  3  14  20 1 1 1
     361  3  15  5 1 1 1
     362  3  15  6 1 1 1
     363  3  15  7 1 1 1
     364  3  15  8 1 1 1
     365  3  15  9 1 1 1
     366  3  15  10 1 1 1
     367  3  15  11 1 1 1
     368  3  15  12 1 1 1
     369  3  15  13 1 1 1
     370  3  15  14 1 1 1
     371  3  15  15 1 1 1
     372  3  15  16 1 1 1
     373  3  15  17 1 1 1
     374  3  15  18 1 1 1
     375  3  15  19 1 1 1
     376  3  15  20 1 1 1
     377  3  16  6 1 1 1
     378  3  16  7 1 1 1
     379  3  16  8 1 1 1
     380  3  16  9 1 1 1
     381  3  16  10 1 1 1
     382  3  16  11 1 1 1
     383  3  16  12 1 1 1
     384  3  16  13 1 1 1
     385  3  16  14 1 1 1
     386  3  16  15 1 1 1
     387  3  16  16 1 1 1
     388  3  16  17 1 1 1
     389  3  16  18 1 1 1
     390  3  16  19 1 1 1
     391  3  17  6 1 1 1
     392  3  17  7 1 1 1
     393  3  17  8 1 1 1
     394  3  17  9 1 1 1
     395  3  17  10 1 1 1
     396  3  17  11 1 1 1
     397  3  17  12 1 1 1
     398  3  17  13 1 1 1
     399  3  17  14 1 1 1
     400  3  17  15 1 1 1
     401  3  17  16 1 1 1
     402  3  17  17 1 1 1
     403  3  17  18 1 1 1
     404  3  17  19 1 1 1
     405  3  18  7 1 1 1
     406  3  18  8 1 1 1
     407  3  18  9 1 1 1
     408  3  18  10 1 1 1
     409  3  18  11 1 1 1
     410  3  18  12 1 1 1
     411  3  18  13 1 1 1
     412  3  18  14 1 1 1
     413  3  18  15 1 1 1
     414  3  18  16 1 1 1
     415  3  18  17 1 1 1
     416  3  18  18 1 1 1
     417  3  19  8 1 1 1
     418  3  19  9 1 1 1
     419  3  19  10 1 1 1
     420  3  19  11 1 1 1
     421  3  19  12 1 1 1
     422  3  19  13 1 1 1
     423  3  19  14 1 1 1
     424  3  19  15 1 1 1
     425  3  19  16 1 1 1
     426  3  19  17 1 1 1
     427  3  20  10 1 1 1
     428  3  20  11 1 1 1
     429  3  20  12 1 1 1
     430  3  20  13 1 1 1
     431  3  20  14 1 1 1
     432  3  20  15 1 1 1
     433  4  4  10 1 1 1
     434  4  4  11 1 1 1
     435  4  4  12 1 1 1
     436  4  4  13 1 1 1
     437  4  4  14 1 1 1
     438  4  4  15 1 1 1
     439  4  5  8 1 1 1
     440  4  5  9 1 1 1
     441  4  5  10 1 1 1
     442  4  5  11 1 1 1
     443  4  5  12 1 1 1
     444  4  5  13 1 1 1
     445  4  5  14 1 1 1
     446  4  5  15 1 1 1
     447  4  5  16 1 1 1
     448  4  5  17 1 1 1
     449  4  6  7 1 1 1
     450  4  6  8 1 1 1
     451  4  6  9 1 1 1
     452  4  6  10 1 1 1
     453  4  6  11 1 1 1
     454  4  6  12 1 1 1
     455  4  6  13 1 1 1
     456  4  6  14 1 1 1
     457  4  6  15 1 1 1
     458  4  6  16 1 1 1
     459  4  6  17 1 1 1
     460  4  6  18 1 1 1
     461  4  7  6 1 1 1
     462  4  7  7 1 1 1
     463  4  7  8 1 1 1
     464  4  7  9 1 1 1
     465  4  7  10 1 1 1
     466  4  7  11 1 1 1
     467  4  7  12 1 1 1
     468  4  7  13 1 1 1
     469  4  7  14 1 1 1
     470  4  7  15 1 1 1
     471  4  7  16 1 1 1
     472  4  7  17 1 1 1
     473  4  7  18 1 1 1
     474  4  7  19 1 1 1
     475  4  8  5 1 1 1
     476  4  8  6 1 1 1
     477  4  8  7 1 1 1
     478  4  8  8 1 1 1
     479  4  8  9 1 1 1
     480  4  8  10 1 1 1
     481  4  8  11 1 1 1
     482  4  8  12 1 1 1
     483  4  8  13 1 1 1
     484  4  8  14 1 1 1
     485  4  8  15 1 1 1
     486  4  8  16 1 1 1
     487  4  8  17 1 1 1
     488  4  8  18 1 1 1
     489  4  8  19 1 1 1
     490  4  8  20 1 1 1
     491  4  9  5 1 1 1
     492  4  9  6 1 1 1
     493  4  9  7 1 1 1
     494  4  9  8 1 1 1
     495  4  9  9 1 1 1
     496  4  9  10 1 1 1
     497  4  9  11 1 1 1
     498  4  9  12 1 1 1
     499  4  9  13 1 1 1
     500  4  9  14 1 1 1
     501  4  9  15 1 1 1
     502  4  9  16 1 1 1
     503  4  9  17 1 1 1
     504  4  9  18 1 1 1
     505  4  9  19 1 1 1
     506  4  9  20 1 1 1
     507  4  10  4 1 1 1
     508  4  10  5 1 1 1
     509  4  10  6 1 1 1
     510  4  10  7 1 1 1
     511  4  10  8 1 1 1
     512  4  10  9 1 1 1
     513  4  10  10 1 1 1
     514  4  10  11 1 1 1
     515  4  10  12 1 1 1
     516  4  10  13 1 1 1
     517  4  10  14 1 1 1
     518  4  10  15 1 1 1
     519  4  10  16 1 1 1
     520  4  10  17 1 1 1
     521  4  10  18 1 1 1
     522  4  10  19 1 1 1
     523  4  10  20 1 1 1
     524  4  10  21 1 1 1
     525  4  11  4 1 1 1
     526  4  11  5 1 1 1
     527  4  11  6 1 1 1
     528  4  11  7 1 1 1
     529  4  11  8 1 1 1
     530  4  11  9 1 1 1
     531  4  11  10 1 1 1
     532  4  11  11 1 1 1
     533  4  11  12 1 1 1
     534  4  11  13 1 1 1
     535  4  11  14 1 1 1
     536  4  11  15 1 1 1
     537  4  11  16 1 1 1
     538  4  11  17 1 1 1
     539  4  11  18 1 1 1
     540  4  11  19 1 1 1
     541  4  11  20 1 1 1
     542  4  11  21 1 1 1
     543  4  12  4 1 1 1
     544  4  12  5 1 1 1
     545  4  12  6 1 1 1
     546  4  12  7 1 1 1
     547  4  12  8 1 1 1
     548  4  12  9 1 1 1
     549  4  12  10 1 1 1
     550  4  12  11 1 1 1
     551  4  12  12 1 1 1
     552  4  12  13 1 1 1
     553  4  12  14 1 1 1
     554  4  12  15 1 1 1
     555  4  12  16 1 1 1
     556  4  12  17 1 1 1
     557  4  12  18 1 1 1
     558  4  12  19 1 1 1
     559  4  12  20 1 1 1
     560  4  12  21 1 1 1
     561  4  13  4 1 1 1
     562  4  13  5 1 1 1
     563  4  13  6 1 1 1
     564  4  13  7 1 1 1
     565  4  13  8 1 1 1
     566  4  13  9 1 1 1
     567  4  13  10 1 1 1
     568  4  13  11 1 1 1
     569  4  13  12 1 1 1
     570  4  13  13 1 1 1
     571  4  13  14 1 1 1
     572  4  13  15 1 1 1
     573  4  13  16 1 1 1
     574  4  13  17 1 1 1
     575  4  13  18 1 1 1
     576  4  13  19 1 1 1
     577  4  13  20 1 1 1
     578  4  13  21 1 1 1
     579  4  14  4 1 1 1
     580  4  14  5 1 1 1
     581  4  14  6 1 1 1
     582  4  14  7 1 1 1
     583  4  14  8 1 1 1
     584  4  14  9 1 1 1
     585  4  14  10 1 1 1
     586  4  14  11 1 1 1
     587  4  14  12 1 1 1
     588  4  14  13 1 1 1
     589  4  14  14 1 1 1
     590  4  14  15 1 1 1
     591  4  14  16 1 1 1
     592  4  14  17 1 1 1
     593  4  14  18 1 1 1
     594  4  14  19 1 1 1
     595  4  14  20 1 1 1
     596  4  14  21 1 1 1
     597  4  15  4 1 1 1
     598  4  15  5 1 1 1
     599  4  15  6 1 1 1
     600  4  15  7 1 1 1
     601  4  15  8 1 1 1
     602  4  15  9 1 1 1
     603  4  15  10 1 1 1
     604  4  15  11 1 1 1
     605  4  15  12 1 1 1
     606  4  15  13 1 1 1
     607  4  15  14 1 1 1
     608  4  15  15 1 1 1
     609  4  15  16 1 1 1
     610  4  15  17 1 1 1
     611  4  15  18 1 1 1
     612  4  15  19 1 1 1
     613  4  15  20 1 1 1
     614  4  15  21 1 1 1
     615  4  16  5 1 1 1
     616  4  16  6 1 1 1
     617  4  16  7 1 1 1
     618  4  16  8 1 1 1
     619  4  16  9 1 1 1
     620  4  16  10 1 1 1
     621  4  16  11 1 1 1
     622  4  16  12 1 1 1
     623  4  16  13 1 1 1
     624  4  16  14 1 1 1
     625  4  16  15 1 1 1
     626  4  16  16 1 1 1
     627  4  16  17 1 1 1
     628  4  16  18 1 1 1
     629  4  16  19 1 1 1
     630  4  16  20 1 1 1
     631  4  17  5 1 1 1
     632  4  17  6 1 1 1
     633  4  17  7 1 1 1
     634  4  17  8 1 1 1
     635  4  17  9 1 1 1
     636  4  17  10 1 1 1
     637  4  17  11 1 1 1
     638  4  17  12 1 1 1
     639  4  17  13 1 1 1
     640  4  17  14 1 1 1
     641  4  17  15 1 1 1
     642  4  17  16 1 1 1
     643  4  17  17 1 1 1
     644  4  17  18 1 1 1
     645  4  17  19 1 1 1
     646  4  17  20 1 1 1
     647  4  18  6 1 1 1
     648  4  18  7 1 1 1
     649  4  18  8 1 1 1
     650  4  18  9 1 1 1
     651  4  18  10 1 1 1
     652  4  18  11 1 1 1
     653  4  18  12 1 1 1
     654  4  18  13 1 1 1
     655  4  18  14 1 1 1
     656  4  18  15 1 1 1
     657  4  18  16 1 1 1
     658  4  18  17 1 1 1
     659  4  18  18 1 1 1
     660  4  18  19 1 1 1
     661  4  19  7 1 1 1
     662  4  19  8 1 1 1
     663  4  19  9 1 1 1
     664  4  19  10 1 1 1
     665  4  19  11 1 1 1
     666  4  19  12 1 1 1
     667  4  19  13 1 1 1
     668  4  19  14 1 1 1
     669  4  19  15 1 1 1
     670  4  19  16 1 1 1
     671  4  19  17 1 1 1
     672  4  19  18 1 1 1
     673  4  20  8 1 1 1
     674  4  20  9 1 1 1
     675  4  20  10 1 1 1
     676  4  20  11 1 1 1
     677  4  20  12 1 1 1
     678  4  20  13 1 1 1
     679  4  20  14 1 1 1
     680  4  20  15 1 1 1
     681  4  20  16 1 1 1
     682  4  20  17 1 1 1
     683  4  21  10 1 1 1
     684  4  21  11 1 1 1
     685  4  21  12 1 1 1
     686  4  21  13 1 1 1
     687  4  21  14 1 1 1
     688  4  21  15 1 1 1
     689  5  3  10 1 1 1
     690  5  3  11 1 1 1
     691  5  3  12 1 1 1
     692  5  3  13 1 1 1
     693  5  3  14 1 1 1
     694  5  3  15 1 1 1
     695  5  4  8 1 1 1
     696  5  4  9 1 1 1
     697  5  4  10 1 1 1
     698  5  4  11 1 1 1
     699  5  4  12 1 1 1
     700  5  4  13 1 1 1
     701  5  4  14 1 1 1
     702  5  4  15 1 1 1
     703  5  4  16 1 1 1
     704  5  4  17 1 1 1
     705  5  5  6 1 1 1
     706  5  5  7 1 1 1
     707  5  5  8 1 1 1
     708  5  5  9 1 1 1
     709  5  5  10 1 1 1
     710  5  5  11 1 1 1
     711  5  5  12 1 1 1
     712  5  5  13 1 1 1
     713  5  5  14 1 1 1
     714  5  5  15 1 1 1
     715  5  5  16 1 1 1
     716  5  5  17 1 1 1
     717  5  5  18 1 1 1
     718  5  5  19 1 1 1
     719  5  6  5 1 1 1
     720  5  6  6 1 1 1
     721  5  6  7 1 1 1
     722  5  6  8 1 1 1
     723  5  6  9 1 1 1
     724  5  6  10 1 1 1
     725  5  6  11 1 1 1
     726  5  6  12 1 1 1
     727  5  6  13 1 1 1
     728  5  6  14 1 1 1
     729  5  6  15 1 1 1
     730  5  6  16 1 1 1
     731  5  6  17 1 1 1
     732  5  6  18 1 1 1
     733  5  6  19 1 1 1
     734  5  6  20 1 1 1
     735  5  7  5 1 1 1
     736  5  7  6 1 1 1
     737  5  7  7 1 1 1
     738  5  7  8 1 1 1
     739  5  7  9 1 1 1
     740  5  7  10 1 1 1
     741  5  7  11 1 1 1
     742  5  7  12 1 1 1
     743  5  7  13 1 1 1
     744  5  7  14 1 1 1
     745  5  7  15 1 1 1
     746  5  7  16 1 1 1
     747  5  7  17 1 1 1
     748  5  7  18 1 1 1
     749  5  7  19 1 1 1
     750  5  7  20 1 1 1
     751  5  8  4 1 1 1
     752  5  8  5 1 1 1
     753  5  8  6 1 1 1
     754  5  8  7 1 1 1
     755  5  8  8 1 1 1
     756  5  8  9 1 1 1
     757  5  8  10 1 1 1
     758  5  8  11 1 1 1
     759  5  8  12 1 1 1
     760  5  8  13 1 1 1
     761  5  8  14 1 1 1
     762  5  8  15 1 1 1
     763  5  8  16 1 1 1
     764  5  8  17 1 1 1
     765  5  8  18 1 1 1
     766  5  8  19 1 1 1
     767  5  8  20 1 1 1
     768  5  8  21 1 1 1
     769  5  9  4 1 1 1
     770  5  9  5 1 1 1
     771  5  9  6 1 1 1
     772  5  9  7 1 1 1
     773  5  9  8 1 1 1
     774  5  9  9 1 1 1
     775  5  9  10 1 1 1
     776  5  9  11 1 1 1
     777  5  9  12 1 1 1
     778  5  9  13 1 1 1
     779  5  9  14 1 1 1
     780  5  9  15 1 1 1
     781  5  9  16 1 1 1
     782  5  9  17 1 1 1
     783  5  9  18 1 1 1
     784  5  9  19 1 1 1
     785  5  9  20 1 1 1
     786  5  9  21 1 1 1
     787  5  10  3 1 1 1
     788  5  10  4 1 1 1
     789  5  10  5 1 1 1
     790  5  10  6 1 1 1
     791  5  10  7 1 1 1
     792  5  10  8 1 1 1
     793  5  10  9 1 1 1
     794  5  10  10 1 1 1
     795  5  10  11 1 1 1
     796  5  10  12 1 1 1
     797  5  10  13 1 1 1
     798  5  10  14 1 1 1
     799  5  10  15 1 1 1
     800  5  10  16 1 1 1
     801  5  10  17 1 1 1
     802  5  10  18 1 1 1
     803  5  10  19 1 1 1
     804  5  10  20 1 1 1
     805  5  10  21 1 1 1
     806  5  10  22 1 1 1
     807  5  11  3 1 1 1
     808  5  11  4 1 1 1
     809  5  11  5 1 1 1
     810  5  11  6 1 1 1
     811  5  11  7 1 1 1
     812  5  11  8 1 1 1
     813  5  11  9 1 1 1
     814  5  11  10 1 1 1
     815  5  11  11 1 1 1
     816  5  11  12 1 1 1
     817  5  11  13 1 1 1
     818  5  11  14 1 1 1
     819  5  11  15 1 1 1
     820  5  11  16 1 1 1
     821  5  11  17 1 1 1
     822  5  11  18 1 1 1
     823  5  11  19 1 1 1
     824  5  11  20 1 1 1
     825  5  11  21 1 1 1
     826  5  11  22 1 1 1
     827  5  12  3 1 1 1
     828  5  12  4 1 1 1
     829  5  12  5 1 1 1
     830  5  12  6 1 1 1
     831  5  12  7 1 1 1
     832  5  12  8 1 1 1
     833  5  12  9 1 1 1
     834  5  12  10 1 1 1
     835  5  12  11 1 1 1
     836  5  12  12 1 1 1
     837  5  12  13 1 1 1
     838  5  12  14 1 1 1
     839  5  12  15 1 1 1
     840  5  12  16 1 1 1
     841  5  12  17 1 1 1
     842  5  12  18 1 1 1
     843  5  12  19 1 1 1
     844  5  12  20 1 1 1
     845  5  12  21 1 1 1
     846  5  12  22 1 1 1
     847  5  13  3 1 1 1
     848  5  13  4 1 1 1
     849  5  13  5 1 1 1
     850  5  13  6 1 1 1
     851  5  13  7 1 1 1
     852  5  13  8 1 1 1
     853  5  13  9 1 1 1
     854  5  13  10 1 1 1
     855  5  13  11 1 1 1
     856  5  13  12 1 1 1
     857  5  13  13 1 1 1
     858  5  13  14 1 1 1
     859  5  13  15 1 1 1
     860  5  13  16 1 1 1
     861  5  13  17 1 1 1
     862  5  13  18 1 1 1
     863  5  13  19 1 1 1
     864  5  13  20 1 1 1
     865  5  13  21 1 1 1
     866  5  13  22 1 1 1
     867  5  14  3 1 1 1
     868  5  14  4 1 1 1
     869  5  14  5 1 1 1
     870  5  14  6 1 1 1
     871  5  14  7 1 1 1
     872  5  14  8 1 1 1
     873  5  14  9 1 1 1
     874  5  14  10 1 1 1
     875  5  14  11 1 1 1
     876  5  14  12 1 1 1
     877  5  14  13 1 1 1
     878  5  14  14 1 1 1
     879  5  14  15 1 1 1
     880  5  14  16 1 1 1
     881  5  14  17 1 1 1
     882  5  14  18 1 1 1
     883  5  14  19 1 1 1
     884  5  14  20 1 1 1
     885  5  14  21 1 1 1
     886  5  14  22 1 1 1
     887  5  15  3 1 1 1
     888  5  15  4 1 1 1
     889  5  15  5 1 1 1
     890  5  15  6 1 1 1
     891  5  15  7 1 1 1
     892  5  15  8 1 1 1
     893  5  15  9 1 1 1
     894  5  15  10 1 1 1
     895  5  15  11 1 1 1
     896  5  15  12 1 1 1
     897  5  15  13 1 1 1
     898  5  15  14 1 1 1
     899  5  15  15 1 1 1
     900  5  15  16 1 1 1
     901  5  15  17 1 1 1
     902  5  15  18 1 1 1
     903  5  15  19 1 1 1
